Chromosome,Type,Start,End,Strand,ID,Alias,Name,Derivation
chr7,miRNA,139986809,139986831,-,MIMAT0028029,MIMAT0028029,mmu-miR-7062-3p,MI0022911
chr7,miRNA_primary_transcript,141221384,141221493,-,MI0000695,MI0000695,mmu-mir-210,NA
chr7,miRNA,141221445,141221466,-,MIMAT0017052,MIMAT0017052,mmu-miR-210-5p,MI0000695
chr7,miRNA,141221407,141221428,-,MIMAT0000658,MIMAT0000658,mmu-miR-210-3p,MI0000695
chr7,miRNA_primary_transcript,141620701,141620791,+,MI0022912,MI0022912,mmu-mir-7063,NA
chr7,miRNA,141620706,141620728,+,MIMAT0028030,MIMAT0028030,mmu-miR-7063-5p,MI0022912
chr7,miRNA,141620772,141620791,+,MIMAT0028031,MIMAT0028031,mmu-miR-7063-3p,MI0022912
chr7,miRNA_primary_transcript,141992179,141992241,+,MI0014101,MI0014101,mmu-mir-3104,NA
chr7,miRNA,141992180,141992204,+,MIMAT0014939,MIMAT0014939,mmu-miR-3104-5p,MI0014101
chr7,miRNA,141992218,141992240,+,MIMAT0014940,MIMAT0014940,mmu-miR-3104-3p,MI0014101
chr7,miRNA_primary_transcript,142577064,142577147,-,MI0004123,MI0004123,mmu-mir-675,NA
chr7,miRNA,142577112,142577133,-,MIMAT0003725,MIMAT0003725,mmu-miR-675-5p,MI0004123
chr7,miRNA,142577078,142577099,-,MIMAT0003726,MIMAT0003726,mmu-miR-675-3p,MI0004123
chr7,miRNA_primary_transcript,142654924,142654996,-,MI0003484,MI0003484,mmu-mir-483,NA
chr7,miRNA,142654968,142654989,-,MIMAT0004782,MIMAT0004782,mmu-miR-483-5p,MI0003484
chr7,miRNA,142654932,142654952,-,MIMAT0003120,MIMAT0003120,mmu-miR-483-3p,MI0003484
chr7,miRNA_primary_transcript,143570671,143570759,-,MI0022913,MI0022913,mmu-mir-7064,NA
chr7,miRNA,143570731,143570754,-,MIMAT0028032,MIMAT0028032,mmu-miR-7064-5p,MI0022913
chr7,miRNA,143570673,143570693,-,MIMAT0028033,MIMAT0028033,mmu-miR-7064-3p,MI0022913
chr7,miRNA_primary_transcript,143933115,143933208,+,MI0021940,MI0021940,mmu-mir-6404,NA
chr7,miRNA,143933171,143933191,+,MIMAT0025156,MIMAT0025156,mmu-miR-6404,MI0021940
chr7,miRNA_primary_transcript,144009254,144009338,+,MI0014102,MI0014102,mmu-mir-3105,NA
chr7,miRNA,144009267,144009288,+,MIMAT0014941,MIMAT0014941,mmu-miR-3105-5p,MI0014102
chr7,miRNA,144009304,144009325,+,MIMAT0014942,MIMAT0014942,mmu-miR-3105-3p,MI0014102
chr8,miRNA_primary_transcript,8690093,8690162,-,MI0024994,MI0024994,mmu-mir-7654,NA
chr8,miRNA,8690141,8690162,-,MIMAT0029814,MIMAT0029814,mmu-miR-7654-5p,MI0024994
chr8,miRNA,8690093,8690114,-,MIMAT0029815,MIMAT0029815,mmu-miR-7654-3p,MI0024994
chr8,miRNA_primary_transcript,12947941,12948070,+,MI0031120,MI0031120,mmu-mir-9768,NA
chr8,miRNA,12947953,12947975,+,MIMAT0036459,MIMAT0036459,mmu-miR-9768-5p,MI0031120
chr8,miRNA,12948035,12948058,+,MIMAT0036460,MIMAT0036460,mmu-miR-9768-3p,MI0031120
chr8,miRNA_primary_transcript,13136072,13136132,+,MI0022914,MI0022914,mmu-mir-7065,NA
chr8,miRNA,13136077,13136097,+,MIMAT0028034,MIMAT0028034,mmu-miR-7065-5p,MI0022914
chr8,miRNA,13136112,13136132,+,MIMAT0028035,MIMAT0028035,mmu-miR-7065-3p,MI0022914
chr8,miRNA_primary_transcript,13189031,13189098,-,MI0009965,MI0009965,mmu-mir-1968,NA
chr8,miRNA,13189068,13189091,-,MIMAT0009441,MIMAT0009441,mmu-miR-1968-5p,MI0009965
chr8,miRNA,13189035,13189055,-,MIMAT0017350,MIMAT0017350,mmu-miR-1968-3p,MI0009965
chr8,miRNA_primary_transcript,16168757,16168838,-,MI0004486,MI0004486,mmu-mir-3106,NA
chr8,miRNA,16168805,16168825,-,MIMAT0014817,MIMAT0014817,mmu-miR-3106-5p,MI0004486
chr8,miRNA,16168768,16168789,-,MIMAT0014818,MIMAT0014818,mmu-miR-3106-3p,MI0004486
chr8,miRNA_primary_transcript,23142555,23142682,+,MI0003493,MI0003493,mmu-mir-486a,NA
chr8,miRNA,23142587,23142608,+,MIMAT0003130,MIMAT0003130,mmu-miR-486a-5p,MI0003493
chr8,miRNA,23142629,23142649,+,MIMAT0017206,MIMAT0017206,mmu-miR-486a-3p,MI0003493
chr8,miRNA_primary_transcript,23142573,23142662,-,MI0014103,MI0014103,mmu-mir-486b,NA
chr8,miRNA,23142627,23142648,-,MIMAT0014943,MIMAT0014943,mmu-miR-486b-5p,MI0014103
chr8,miRNA,23142587,23142606,-,MIMAT0014944,MIMAT0014944,mmu-miR-486b-3p,MI0014103
chr8,miRNA_primary_transcript,25159125,25159233,-,MI0026039,MI0026039,mmu-mir-8108,NA
chr8,miRNA,25159150,25159171,-,MIMAT0031413,MIMAT0031413,mmu-miR-8108,MI0026039
chr8,miRNA_primary_transcript,34166622,34166712,-,MI0021930,MI0021930,mmu-mir-6395,NA
chr8,miRNA,34166689,34166710,-,MIMAT0025146,MIMAT0025146,mmu-miR-6395,MI0021930
chr8,miRNA_primary_transcript,38252133,38252202,-,MI0000800,MI0000800,mmu-mir-383,NA
chr8,miRNA,38252178,38252199,-,MIMAT0000748,MIMAT0000748,mmu-miR-383-5p,MI0000800
chr8,miRNA,38252138,38252158,-,MIMAT0017082,MIMAT0017082,mmu-miR-383-3p,MI0000800
chr8,miRNA_primary_transcript,40307875,40307929,-,MI0025006,MI0025006,mmu-mir-7666,NA
chr8,miRNA,40307908,40307929,-,MIMAT0029838,MIMAT0029838,mmu-miR-7666-5p,MI0025006
chr8,miRNA,40307875,40307893,-,MIMAT0029839,MIMAT0029839,mmu-miR-7666-3p,MI0025006
chr8,miRNA_primary_transcript,64514332,64514441,-,MI0004694,MI0004694,mmu-mir-710,NA
chr8,miRNA,64514401,64514422,-,MIMAT0003500,MIMAT0003500,mmu-miR-710,MI0004694
chr8,miRNA_primary_transcript,70102524,70102586,-,MI0022915,MI0022915,mmu-mir-7066,NA
chr8,miRNA,70102560,70102581,-,MIMAT0028036,MIMAT0028036,mmu-miR-7066-5p,MI0022915
chr8,miRNA,70102524,70102546,-,MIMAT0028037,MIMAT0028037,mmu-miR-7066-3p,MI0022915
chr8,miRNA_primary_transcript,70798135,70798192,+,MI0023735,MI0023735,mmu-mir-7240,NA
chr8,miRNA,70798135,70798155,+,MIMAT0028448,MIMAT0028448,mmu-miR-7240-5p,MI0023735
chr8,miRNA,70798172,70798192,+,MIMAT0028449,MIMAT0028449,mmu-miR-7240-3p,MI0023735
chr8,miRNA_primary_transcript,70895508,70895570,-,MI0022916,MI0022916,mmu-mir-7067,NA
chr8,miRNA,70895543,70895565,-,MIMAT0028038,MIMAT0028038,mmu-miR-7067-5p,MI0022916
chr8,miRNA,70895508,70895528,-,MIMAT0028039,MIMAT0028039,mmu-miR-7067-3p,MI0022916
chr8,miRNA_primary_transcript,70925525,70925618,+,MI0009966,MI0009966,mmu-mir-1969,NA
chr8,miRNA,70925541,70925563,+,MIMAT0009442,MIMAT0009442,mmu-miR-1969,MI0009966
chr8,miRNA_primary_transcript,71631047,71631106,-,MI0022917,MI0022917,mmu-mir-6769b,NA
chr8,miRNA,71631083,71631102,-,MIMAT0028040,MIMAT0028040,mmu-miR-6769b-5p,MI0022917
chr8,miRNA,71631047,71631067,-,MIMAT0028041,MIMAT0028041,mmu-miR-6769b-3p,MI0022917
chr8,miRNA_primary_transcript,72470016,72470089,-,MI0022918,MI0022918,mmu-mir-7068,NA
chr8,miRNA,72470069,72470089,-,MIMAT0028042,MIMAT0028042,mmu-miR-7068-5p,MI0022918
chr8,miRNA,72470016,72470036,-,MIMAT0028043,MIMAT0028043,mmu-miR-7068-3p,MI0022918
chr8,miRNA_primary_transcript,73016512,73016591,+,MI0016979,MI0016979,mmu-mir-28b,NA
chr8,miRNA,73016523,73016543,+,MIMAT0019354,MIMAT0019354,mmu-miR-28b,MI0016979
chr8,miRNA_primary_transcript,83723878,83723984,-,MI0026040,MI0026040,mmu-mir-1668,NA
chr8,miRNA,83723903,83723923,-,MIMAT0031414,MIMAT0031414,mmu-miR-1668,MI0026040
chr8,miRNA_primary_transcript,84005628,84005764,+,MI0026043,MI0026043,mmu-mir-8111,NA
chr8,miRNA,84005704,84005724,+,MIMAT0031417,MIMAT0031417,mmu-miR-8111,MI0026043
chr8,miRNA_primary_transcript,84011515,84011633,-,MI0006307,MI0006307,mmu-mir-1199,NA
chr8,miRNA,84011594,84011613,-,MIMAT0005860,MIMAT0005860,mmu-miR-1199-5p,MI0006307
chr8,miRNA,84011549,84011569,-,MIMAT0017333,MIMAT0017333,mmu-miR-1199-3p,MI0006307
chr8,miRNA_primary_transcript,84086099,84086186,+,MI0004693,MI0004693,mmu-mir-709,NA
chr8,miRNA,84086167,84086185,+,MIMAT0003499,MIMAT0003499,mmu-miR-709,MI0004693
chr8,miRNA_primary_transcript,84178716,84178787,-,MI0005450,MI0005450,mmu-mir-181d,NA
chr8,miRNA,84178759,84178781,-,MIMAT0004324,MIMAT0004324,mmu-miR-181d-5p,MI0005450
chr8,miRNA,84178720,84178740,-,MIMAT0017264,MIMAT0017264,mmu-miR-181d-3p,MI0005450
chr8,miRNA_primary_transcript,84178873,84178961,-,MI0000724,MI0000724,mmu-mir-181c,NA
chr8,miRNA,84178924,84178945,-,MIMAT0000674,MIMAT0000674,mmu-miR-181c-5p,MI0000724
chr8,miRNA,84178885,84178906,-,MIMAT0017068,MIMAT0017068,mmu-miR-181c-3p,MI0000724
chr8,miRNA_primary_transcript,84208518,84208592,+,MI0000571,MI0000571,mmu-mir-23a,NA
chr8,miRNA,84208527,84208548,+,MIMAT0017019,MIMAT0017019,mmu-miR-23a-5p,MI0000571
chr8,miRNA,84208563,84208583,+,MIMAT0000532,MIMAT0000532,mmu-miR-23a-3p,MI0000571
chr8,miRNA_primary_transcript,84208672,84208758,+,MI0000578,MI0000578,mmu-mir-27a,NA
chr8,miRNA,84208685,84208706,+,MIMAT0004633,MIMAT0004633,mmu-miR-27a-5p,MI0000578
chr8,miRNA,84208727,84208747,+,MIMAT0000537,MIMAT0000537,mmu-miR-27a-3p,MI0000578
chr8,miRNA_primary_transcript,84208815,84208921,+,MI0000572,MI0000572,mmu-mir-24-2,NA
chr8,miRNA,84208875,84208896,+,MIMAT0000219_1,MIMAT0000219,mmu-miR-24-3p,MI0000572
chr8,miRNA,84208839,84208860,+,MIMAT0005440,MIMAT0005440,mmu-miR-24-2-5p,MI0000572
chr8,miRNA_primary_transcript,84208825,84208907,-,MI0014104,MI0014104,mmu-mir-3074-2,NA
chr8,miRNA,84208873,84208894,-,MIMAT0014856_1,MIMAT0014856,mmu-miR-3074-5p,MI0014104
chr8,miRNA,84208839,84208858,-,MIMAT0014946,MIMAT0014946,mmu-miR-3074-2-3p,MI0014104
chr8,miRNA_primary_transcript,84867947,84868008,+,MI0022919,MI0022919,mmu-mir-7069,NA
chr8,miRNA,84867952,84867974,+,MIMAT0028044,MIMAT0028044,mmu-miR-7069-5p,MI0022919
chr8,miRNA,84867987,84868007,+,MIMAT0028045,MIMAT0028045,mmu-miR-7069-3p,MI0022919
chr8,miRNA_primary_transcript,85062086,85062171,+,MI0022920,MI0022920,mmu-mir-7070,NA
chr8,miRNA,85062086,85062106,+,MIMAT0028046,MIMAT0028046,mmu-miR-7070-5p,MI0022920
chr8,miRNA,85062152,85062171,+,MIMAT0028047,MIMAT0028047,mmu-miR-7070-3p,MI0022920
chr8,miRNA_primary_transcript,85700905,85701021,+,MI0026041,MI0026041,mmu-mir-8109,NA
chr8,miRNA,85700935,85700955,+,MIMAT0031415,MIMAT0031415,mmu-miR-8109,MI0026041
chr8,miRNA_primary_transcript,88138206,88138274,+,MI0022921,MI0022921,mmu-mir-7071,NA
chr8,miRNA,88138211,88138233,+,MIMAT0028048,MIMAT0028048,mmu-miR-7071-5p,MI0022921
chr8,miRNA,88138254,88138274,+,MIMAT0028049,MIMAT0028049,mmu-miR-7071-3p,MI0022921
chr8,miRNA_primary_transcript,89024735,89024831,+,MI0026042,MI0026042,mmu-mir-8110,NA
chr8,miRNA,89024791,89024811,+,MIMAT0031416,MIMAT0031416,mmu-miR-8110,MI0026042
chr8,miRNA_primary_transcript,94324311,94324381,+,MI0000164,MI0000164,mmu-mir-138-2,NA
chr8,miRNA,94324312,94324334,+,MIMAT0000150,MIMAT0000150,mmu-miR-138-5p,MI0000164
chr8,miRNA,94324359,94324379,+,MIMAT0016987,MIMAT0016987,mmu-miR-138-2-3p,MI0000164
chr8,miRNA_primary_transcript,94505046,94505105,+,MI0022922,MI0022922,mmu-mir-7072,NA
chr8,miRNA,94505051,94505072,+,MIMAT0028050,MIMAT0028050,mmu-miR-7072-5p,MI0022922
chr8,miRNA,94505085,94505105,+,MIMAT0028051,MIMAT0028051,mmu-miR-7072-3p,MI0022922
chr8,miRNA_primary_transcript,95753151,95753214,-,MI0022923,MI0022923,mmu-mir-7073,NA
chr8,miRNA,95753188,95753209,-,MIMAT0028052,MIMAT0028052,mmu-miR-7073-5p,MI0022923
chr8,miRNA,95753151,95753172,-,MIMAT0028053,MIMAT0028053,mmu-miR-7073-3p,MI0022923
chr8,miRNA_primary_transcript,105308364,105308460,-,MI0000603,MI0000603,mmu-mir-328,NA
chr8,miRNA,105308419,105308440,-,MIMAT0017030,MIMAT0017030,mmu-miR-328-5p,MI0000603
chr8,miRNA,105308379,105308400,-,MIMAT0000565,MIMAT0000565,mmu-miR-328-3p,MI0000603
chr8,miRNA_primary_transcript,105615466,105615573,+,MI0009963,MI0009963,mmu-mir-1966,NA
chr8,miRNA,105615481,105615505,+,MIMAT0009439,MIMAT0009439,mmu-miR-1966-5p,MI0009963
chr8,miRNA,105615521,105615543,+,MIMAT0022952,MIMAT0022952,mmu-miR-1966-3p,MI0009963
chr8,miRNA_primary_transcript,105951637,105951699,-,MI0022924,MI0022924,mmu-mir-7074,NA
chr8,miRNA,105951672,105951694,-,MIMAT0028054,MIMAT0028054,mmu-miR-7074-5p,MI0022924
chr8,miRNA,105951637,105951659,-,MIMAT0028055,MIMAT0028055,mmu-miR-7074-3p,MI0022924
chr8,miRNA_primary_transcript,107096025,107096106,-,MI0022925,MI0022925,mmu-mir-7075,NA
chr8,miRNA,107096081,107096101,-,MIMAT0028056,MIMAT0028056,mmu-miR-7075-5p,MI0022925
chr8,miRNA,107096025,107096045,-,MIMAT0028057,MIMAT0028057,mmu-miR-7075-3p,MI0022925
chr8,miRNA_primary_transcript,107551244,107551313,+,MI0000165,MI0000165,mmu-mir-140,NA
chr8,miRNA,107551249,107551270,+,MIMAT0000151,MIMAT0000151,mmu-miR-140-5p,MI0000165
chr8,miRNA,107551288,107551308,+,MIMAT0000152,MIMAT0000152,mmu-miR-140-3p,MI0000165
chr8,miRNA_primary_transcript,108936860,108936938,+,MI0014105,MI0014105,mmu-mir-3108,NA
chr8,miRNA,108936870,108936892,+,MIMAT0014947,MIMAT0014947,mmu-miR-3108-5p,MI0014105
chr8,miRNA,108936911,108936931,+,MIMAT0014948,MIMAT0014948,mmu-miR-3108-3p,MI0014105
chr8,miRNA_primary_transcript,111016450,111016530,-,MI0018033,MI0018033,mmu-mir-3473d,NA
chr8,miRNA,111016498,111016521,-,MIMAT0020632,MIMAT0020632,mmu-miR-3473d,MI0018033
chr8,miRNA_primary_transcript,111689601,111689674,-,MI0022926,MI0022926,mmu-mir-7076,NA
chr8,miRNA,111689649,111689669,-,MIMAT0028058,MIMAT0028058,mmu-miR-7076-5p,MI0022926
chr8,miRNA,111689601,111689621,-,MIMAT0028059,MIMAT0028059,mmu-miR-7076-3p,MI0022926
chr8,miRNA_primary_transcript,117453023,117453079,+,MI0022927,MI0022927,mmu-mir-7077,NA
chr8,miRNA,117453025,117453045,+,MIMAT0028060,MIMAT0028060,mmu-miR-7077-5p,MI0022927
chr8,miRNA,117453060,117453079,+,MIMAT0028061,MIMAT0028061,mmu-miR-7077-3p,MI0022927
chr8,miRNA_primary_transcript,117459265,117459328,+,MI0022928,MI0022928,mmu-mir-7078,NA
chr8,miRNA,117459270,117459289,+,MIMAT0028062,MIMAT0028062,mmu-miR-7078-5p,MI0022928
chr8,miRNA,117459308,117459328,+,MIMAT0028063,MIMAT0028063,mmu-miR-7078-3p,MI0022928
chr8,miRNA_primary_transcript,120538696,120538754,+,MI0025039,MI0025039,mmu-mir-7687,NA
chr8,miRNA,120538696,120538720,+,MIMAT0029902,MIMAT0029902,mmu-miR-7687-5p,MI0025039
chr8,miRNA,120538734,120538754,+,MIMAT0029903,MIMAT0029903,mmu-miR-7687-3p,MI0025039
chr8,miRNA_primary_transcript,121978024,121978086,+,MI0023732,MI0023732,mmu-mir-7237,NA
chr8,miRNA,121978024,121978047,+,MIMAT0028442,MIMAT0028442,mmu-miR-7237-5p,MI0023732
chr8,miRNA,121978065,121978086,+,MIMAT0028443,MIMAT0028443,mmu-miR-7237-3p,MI0023732
chr8,miRNA_primary_transcript,122622265,122622375,-,MI0021931,MI0021931,mmu-mir-6396,NA
chr8,miRNA,122622265,122622288,-,MIMAT0025147,MIMAT0025147,mmu-miR-6396,MI0021931
chr8,miRNA_primary_transcript,123104975,123105043,+,MI0022929,MI0022929,mmu-mir-7079,NA
chr8,miRNA,123104980,123105001,+,MIMAT0028064,MIMAT0028064,mmu-miR-7079-5p,MI0022929
chr8,miRNA,123105023,123105043,+,MIMAT0028065,MIMAT0028065,mmu-miR-7079-3p,MI0022929
chr8,miRNA_primary_transcript,123130106,123130172,+,MI0022930,MI0022930,mmu-mir-7080,NA
chr8,miRNA,123130106,123130128,+,MIMAT0028066,MIMAT0028066,mmu-miR-7080-5p,MI0022930
chr8,miRNA,123130147,123130168,+,MIMAT0028067,MIMAT0028067,mmu-miR-7080-3p,MI0022930
chr8,miRNA_primary_transcript,124022641,124022722,+,MI0009964,MI0009964,mmu-mir-1967,NA
chr8,miRNA,124022688,124022710,+,MIMAT0009440,MIMAT0009440,mmu-miR-1967,MI0009964
chr8,miRNA_primary_transcript,128278148,128278225,-,MI0021932,MI0021932,mmu-mir-21c,NA
chr8,miRNA,128278188,128278208,-,MIMAT0025148,MIMAT0025148,mmu-miR-21c,MI0021932
chr8,miRNA_primary_transcript,128359241,128359320,+,MI0008317,MI0008317,mmu-mir-1903,NA
chr8,miRNA,128359251,128359272,+,MIMAT0007868,MIMAT0007868,mmu-miR-1903,MI0008317
chr9,miRNA_primary_transcript,3038669,3038743,-,MI0016974,MI0016974,mmu-mir-101c,NA
chr9,miRNA,3038680,3038698,-,MIMAT0019349,MIMAT0019349,mmu-miR-101c,MI0016974
chr9,miRNA_primary_transcript,7784390,7784440,+,MI0019186,MI0019186,mmu-mir-5618,NA
chr9,miRNA,7784390,7784409,+,MIMAT0022363,MIMAT0022363,mmu-miR-5618-5p,MI0019186
chr9,miRNA,7784423,7784440,+,MIMAT0022364,MIMAT0022364,mmu-miR-5618-3p,MI0019186
chr9,miRNA_primary_transcript,8246786,8246881,+,MI0008318,MI0008318,mmu-mir-1899,NA
chr9,miRNA,8246796,8246817,+,MIMAT0007869,MIMAT0007869,mmu-miR-1899,MI0008318
chr9,miRNA_primary_transcript,9894431,9894521,+,MI0021584,MI0021584,mmu-mir-6237,NA
chr9,miRNA,9894484,9894506,+,MIMAT0024858,MIMAT0024858,mmu-miR-6237,MI0021584
chr9,miRNA_primary_transcript,14180027,14180072,-,MI0040651,MI0040651,mmu-mir-12204,NA
chr9,miRNA,14180055,14180072,-,MIMAT0049875,MIMAT0049875,mmu-miR-12204-5p,MI0040651
chr9,miRNA_primary_transcript,15312611,15312669,+,MI0024988,MI0024988,mmu-mir-7650,NA
chr9,miRNA,15312611,15312632,+,MIMAT0029802,MIMAT0029802,mmu-miR-7650-5p,MI0024988
chr9,miRNA,15312648,15312669,+,MIMAT0029803,MIMAT0029803,mmu-miR-7650-3p,MI0024988
chr9,miRNA_primary_transcript,20914090,20914164,-,MI0022931,MI0022931,mmu-mir-7081,NA
chr9,miRNA,20914134,20914159,-,MIMAT0028068,MIMAT0028068,mmu-miR-7081-5p,MI0022931
chr9,miRNA,20914091,20914112,-,MIMAT0028069,MIMAT0028069,mmu-miR-7081-3p,MI0022931
chr9,miRNA_primary_transcript,21032251,21032328,-,MI0008319,MI0008319,mmu-mir-1900,NA
chr9,miRNA,21032261,21032282,-,MIMAT0007870,MIMAT0007870,mmu-miR-1900,MI0008319
chr9,miRNA_primary_transcript,21075497,21075588,-,MI0022932,MI0022932,mmu-mir-7082,NA
chr9,miRNA,21075563,21075583,-,MIMAT0028070,MIMAT0028070,mmu-miR-7082-5p,MI0022932
chr9,miRNA,21075499,21075520,-,MIMAT0028071,MIMAT0028071,mmu-miR-7082-3p,MI0022932
chr9,miRNA_primary_transcript,21496495,21496564,-,MI0000241,MI0000241,mmu-mir-199a-1,NA
chr9,miRNA,21496537,21496559,-,MIMAT0000229_1,MIMAT0000229,mmu-miR-199a-5p,MI0000241
chr9,miRNA,21496498,21496519,-,MIMAT0000230_1,MIMAT0000230,mmu-miR-199a-3p,MI0000241
chr9,miRNA_primary_transcript,21613444,21613576,-,MI0009967,MI0009967,mmu-mir-1946b,NA
chr9,miRNA,21613452,21613477,-,MIMAT0009443,MIMAT0009443,mmu-miR-1946b,MI0009967
chr9,miRNA_primary_transcript,21809941,21810000,-,MI0022933,MI0022933,mmu-mir-7083,NA
chr9,miRNA,21809975,21809995,-,MIMAT0028072,MIMAT0028072,mmu-miR-7083-5p,MI0022933
chr9,miRNA,21809941,21809960,-,MIMAT0028073,MIMAT0028073,mmu-miR-7083-3p,MI0022933
chr9,miRNA_primary_transcript,22113944,22114013,-,MI0022934,MI0022934,mmu-mir-7084,NA
chr9,miRNA,22113988,22114008,-,MIMAT0028074,MIMAT0028074,mmu-miR-7084-5p,MI0022934
chr9,miRNA,22113951,22113972,-,MIMAT0028075,MIMAT0028075,mmu-miR-7084-3p,MI0022934
chr9,miRNA_primary_transcript,41531425,41531504,+,MI0000692,MI0000692,mmu-mir-100,NA
chr9,miRNA,41531437,41531458,+,MIMAT0000655,MIMAT0000655,mmu-miR-100-5p,MI0000692
chr9,miRNA,41531471,41531492,+,MIMAT0017051,MIMAT0017051,mmu-miR-100-3p,MI0000692
chr9,miRNA_primary_transcript,41536716,41536811,+,MI0000557,MI0000557,mmu-let-7a-2,NA
chr9,miRNA,41536732,41536753,+,MIMAT0000521_1,MIMAT0000521,mmu-let-7a-5p,MI0000557
chr9,miRNA,41536777,41536797,+,MIMAT0017015,MIMAT0017015,mmu-let-7a-2-3p,MI0000557
chr9,miRNA_primary_transcript,41581926,41582002,+,MI0000725,MI0000725,mmu-mir-125b-1,NA
chr9,miRNA,41581940,41581961,+,MIMAT0000136_1,MIMAT0000136,mmu-miR-125b-5p,MI0000725
chr9,miRNA,41581980,41582001,+,MIMAT0004669,MIMAT0004669,mmu-miR-125b-1-3p,MI0000725
chr9,miRNA_primary_transcript,44400423,44400488,+,MI0022935,MI0022935,mmu-mir-7085,NA
chr9,miRNA,44400428,44400449,+,MIMAT0028076,MIMAT0028076,mmu-miR-7085-5p,MI0022935
chr9,miRNA,44400465,44400486,+,MIMAT0028077,MIMAT0028077,mmu-miR-7085-3p,MI0022935
chr9,miRNA_primary_transcript,45266643,45266707,-,MI0022936,MI0022936,mmu-mir-7086,NA
chr9,miRNA,45266682,45266702,-,MIMAT0028078,MIMAT0028078,mmu-miR-7086-5p,MI0022936
chr9,miRNA,45266643,45266663,-,MIMAT0028079,MIMAT0028079,mmu-miR-7086-3p,MI0022936
chr9,miRNA_primary_transcript,45939521,45939590,-,MI0022937,MI0022937,mmu-mir-7087,NA
chr9,miRNA,45939565,45939585,-,MIMAT0028080,MIMAT0028080,mmu-miR-7087-5p,MI0022937
chr9,miRNA,45939521,45939542,-,MIMAT0028081,MIMAT0028081,mmu-miR-7087-3p,MI0022937
chr9,miRNA_primary_transcript,51103034,51103110,-,MI0000403,MI0000403,mmu-mir-34c,NA
chr9,miRNA,51103076,51103098,-,MIMAT0000381,MIMAT0000381,mmu-miR-34c-5p,MI0000403
chr9,miRNA,51103044,51103065,-,MIMAT0004580,MIMAT0004580,mmu-miR-34c-3p,MI0000403
chr9,miRNA_primary_transcript,51103562,51103645,-,MI0000404,MI0000404,mmu-mir-34b,NA
chr9,miRNA,51103610,51103632,-,MIMAT0000382,MIMAT0000382,mmu-miR-34b-5p,MI0000404
chr9,miRNA,51103574,51103595,-,MIMAT0004581,MIMAT0004581,mmu-miR-34b-3p,MI0000404
chr9,miRNA_primary_transcript,52115623,52115739,+,MI0021591,MI0021591,mmu-mir-6244,NA
chr9,miRNA,52115653,52115673,+,MIMAT0024864,MIMAT0024864,mmu-miR-6244,MI0021591
chr9,miRNA_primary_transcript,53400805,53400886,-,MI0021917,MI0021917,mmu-mir-130c,NA
chr9,miRNA,53400808,53400829,-,MIMAT0025132,MIMAT0025132,mmu-miR-130c,MI0021917
chr9,miRNA_primary_transcript,54708313,54708381,+,MI0019319,MI0019319,mmu-mir-5710,NA
chr9,miRNA,54708317,54708338,+,MIMAT0022505,MIMAT0022505,mmu-miR-5710,MI0019319
chr9,miRNA_primary_transcript,58221150,58221254,+,MI0021916,MI0021916,mmu-mir-6385,NA
chr9,miRNA,58221155,58221175,+,MIMAT0025131,MIMAT0025131,mmu-miR-6385,MI0021916
chr9,miRNA_primary_transcript,62122518,62122594,-,MI0018045,MI0018045,mmu-mir-5133,NA
chr9,miRNA,62122565,62122585,-,MIMAT0020644,MIMAT0020644,mmu-miR-5133,MI0018045
chr9,miRNA_primary_transcript,67236660,67236726,-,MI0000232,MI0000232,mmu-mir-190a,NA
chr9,miRNA,67236700,67236721,-,MIMAT0000220,MIMAT0000220,mmu-miR-190a-5p,MI0000232
chr9,miRNA,67236664,67236685,-,MIMAT0016998,MIMAT0016998,mmu-miR-190a-3p,MI0000232
chr9,miRNA_primary_transcript,67727717,67727780,-,MI0023736,MI0023736,mmu-mir-7241,NA
chr9,miRNA,67727758,67727780,-,MIMAT0028450,MIMAT0028450,mmu-miR-7241-5p,MI0023736
chr9,miRNA,67727717,67727738,-,MIMAT0028451,MIMAT0028451,mmu-miR-7241-3p,MI0023736
chr9,miRNA_primary_transcript,67729499,67729577,-,MI0023737,MI0023737,mmu-mir-7242,NA
chr9,miRNA,67729556,67729577,-,MIMAT0028452,MIMAT0028452,mmu-miR-7242-5p,MI0023737
chr9,miRNA,67729499,67729520,-,MIMAT0028453,MIMAT0028453,mmu-miR-7242-3p,MI0023737
chr9,miRNA_primary_transcript,69456944,69457031,+,MI0014106,MI0014106,mmu-mir-3109,NA
chr9,miRNA,69456958,69456981,+,MIMAT0014949,MIMAT0014949,mmu-miR-3109-5p,MI0014106
chr9,miRNA,69456997,69457017,+,MIMAT0014950,MIMAT0014950,mmu-miR-3109-3p,MI0014106
chr9,miRNA_primary_transcript,70405694,70405753,-,MI0019195,MI0019195,mmu-mir-5626,NA
chr9,miRNA,70405732,70405753,-,MIMAT0022381,MIMAT0022381,mmu-miR-5626-5p,MI0019195
chr9,miRNA,70405694,70405715,-,MIMAT0022382,MIMAT0022382,mmu-miR-5626-3p,MI0019195
chr9,miRNA_primary_transcript,74966743,74966802,+,MI0040652,MI0040652,mmu-mir-1970c,NA
chr9,miRNA,74966743,74966765,+,MIMAT0049876,MIMAT0049876,mmu-miR-1970c-5p,MI0040652
chr9,miRNA,74966781,74966802,+,MIMAT0049877,MIMAT0049877,mmu-miR-1970c-3p,MI0040652
