"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04666","Organismal Systems","Immune system","mmu04666","Fc gamma R-mediated phagocytosis - Mus musculus (house mouse)","14/1397","92/7573",0.825394798657367,0.999999999998461,0.840859545311692,"12540/19012/30948/227753/18710/22323/74769/16332/18707/18750/242894/26413/17118/68089",14
"mmu04975","Organismal Systems","Digestive system","mmu04975","Fat digestion and absorption - Mus musculus (house mouse)","5/1397","37/7573",0.838702664997189,0.999999999998461,0.840859545311692,"19012/110460/14719/110446/26569",5
"mmu03018","Genetic Information Processing","Folding, sorting and degradation","mmu03018","RNA degradation - Mus musculus (house mouse)","11/1397","75/7573",0.841112078413662,0.999999999998461,0.840859545311692,"57316/230721/71701/70640/15510/58184/18642/67678/22057/13808/13806",11
"mmu05217","Human Diseases","Cancer: specific types","mmu05217","Basal cell carcinoma - Mus musculus (house mouse)","9/1397","63/7573",0.846425597827619,0.999999999998461,0.840859545311692,"216795/12387/22411/27015/22418/22419/14362/14371/15245",9
"mmu04966","Organismal Systems","Excretory system","mmu04966","Collecting duct acid secretion - Mus musculus (house mouse)","3/1397","24/7573",0.846478012671418,0.999999999998461,0.840859545311692,"11973/21871/140494",3
"mmu05160","Human Diseases","Infectious disease: viral","mmu05160","Hepatitis C - Mus musculus (house mouse)","22/1397","142/7573",0.847883124152309,0.999999999998461,0.840859545311692,"12387/51792/19053/22031/19013/19106/20662/15461/13555/18710/16653/14082/74769/20663/26396/228607/12520/18707/14784/26413/13063/12443",22
"mmu00120","Metabolism","Lipid metabolism","mmu00120","Primary bile acid biosynthesis - Mus musculus (house mouse)","2/1397","17/7573",0.849018840777752,0.999999999998461,0.840859545311692,"170789/20280",2
"mmu00430","Metabolism","Metabolism of other amino acids","mmu00430","Taurine and hypotaurine metabolism - Mus musculus (house mouse)","2/1397","17/7573",0.849018840777752,0.999999999998461,0.840859545311692,"73748/211488",2
"mmu03460","Genetic Information Processing","Replication and repair","mmu03460","Fanconi anemia pathway - Mus musculus (house mouse)","7/1397","51/7573",0.855484574326674,0.999999999998461,0.840859545311692,"27015/15205/80905/71711/71885/223970/104806",7
"mmu04640","Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage - Mus musculus (house mouse)","13/1397","89/7573",0.860684272666013,0.999999999998461,0.840859545311692,"12505/16398/12490/22042/12482/16401/12509/15000/15002/14255/333883/16157/16158",13
"mmu03410","Genetic Information Processing","Replication and repair","mmu03410","Base excision repair - Mus musculus (house mouse)","6/1397","45/7573",0.862162131701715,0.999999999998461,0.840859545311692,"26430/11545/66408/22256/66979/11792",6
"mmu04742","Organismal Systems","Sensory system","mmu04742","Taste transduction - Mus musculus (house mouse)","7/1397","52/7573",0.869025954048857,0.999999999998461,0.840859545311692,"14816/11512/14695/18441/110326/12286/110876",7
"mmu03260","Genetic Information Processing","Information processing in viruses","mmu03260","Virion - Human immunodeficiency virus - Mus musculus (house mouse)","1/1397","10/7573",0.870040203376993,0.999999999998461,0.840859545311692,"12767",1
"mmu03266","Genetic Information Processing","Information processing in viruses","mmu03266","Virion - Herpesvirus - Mus musculus (house mouse)","1/1397","10/7573",0.870040203376993,0.999999999998461,0.840859545311692,"16004",1
"mmu04621","Organismal Systems","Immune system","mmu04621","NOD-like receptor signaling pathway - Mus musculus (house mouse)","24/1397","157/7573",0.873505115633787,0.999999999998461,0.840859545311692,"56551/22335/21929/26420/22333/15519/22031/22334/66513/74006/67414/26409/170731/71914/14082/67526/69538/228607/11793/27223/26414/26416/12043/26413",24
"mmu00561","Metabolism","Lipid metabolism","mmu00561","Glycerolipid metabolism - Mus musculus (house mouse)","8/1397","60/7573",0.887203380361453,0.999999999998461,0.840859545311692,"11677/19012/14732/52123/102247/320127/225010/67861",8
"mmu03060","Genetic Information Processing","Folding, sorting and degradation","mmu03060","Protein export - Mus musculus (house mouse)","4/1397","34/7573",0.896555195764793,0.999999999998461,0.840859545311692,"69019/57743/56495/66212",4
"mmu05169","Human Diseases","Infectious disease: viral","mmu05169","Epstein-Barr virus infection - Mus musculus (house mouse)","30/1397","198/7573",0.906474676585865,0.999999999998461,0.840859545311692,"12444/12505/21929/26420/26399/22031/27015/66513/15205/19106/22352/13555/12448/26409/18710/14082/74769/26398/228607/15000/18707/15002/26414/26416/12043/17060/13063/12443/12399/110557",30
"mmu05203","Human Diseases","Cancer: overview","mmu05203","Viral carcinogenesis - Mus musculus (house mouse)","31/1397","204/7573",0.9065603589009,0.999999999998461,0.840859545311692,"12444/13205/83945/12540/22335/20807/17164/68024/22031/19106/15461/227753/26427/20779/12448/18710/16653/12649/18746/74769/18707/319179/14784/319158/26413/319190/319161/12443/110557/12579/319182",31
"mmu04927","Organismal Systems","Endocrine system","mmu04927","Cortisol synthesis and secretion - Mus musculus (house mouse)","8/1397","62/7573",0.907309810310192,0.999999999998461,0.840859545311692,"12291/11512/26427/14683/320024/11513/16526/109305",8
"mmu04726","Organismal Systems","Nervous system","mmu04726","Serotonergic synapse - Mus musculus (house mouse)","15/1397","107/7573",0.909512050048778,0.999999999998461,0.840859545311692,"14706/14695/15461/14683/16653/14697/19225/66066/12286/14701/14700/18750/140492/26413/14707",15
"mmu04918","Organismal Systems","Endocrine system","mmu04918","Thyroid hormone synthesis - Mus musculus (house mouse)","9/1397","69/7573",0.911318418303254,0.999999999998461,0.840859545311692,"27222/11512/11931/26427/14683/11513/74044/18750/11936",9
"mmu04659","Organismal Systems","Immune system","mmu04659","Th17 cell differentiation - Mus musculus (house mouse)","14/1397","101/7573",0.911465196291924,0.999999999998461,0.840859545311692,"20183/26420/15519/19056/15980/17126/16452/17127/19058/15000/15002/26414/26416/26413",14
"mmu03015","Genetic Information Processing","Translation","mmu03015","mRNA surveillance pathway - Mus musculus (house mouse)","13/1397","95/7573",0.913733222888682,0.999999999998461,0.840859545311692,"51792/19053/230721/26931/77305/68092/226849/24018/234733/235542/83410/76626/100039830",13
"mmu05142","Human Diseases","Infectious disease: parasitic","mmu05142","Chagas disease - Mus musculus (house mouse)","14/1397","102/7573",0.91837208122512,0.999999999998461,0.840859545311692,"51792/19053/26420/15980/17126/14683/18710/14082/74769/26398/18707/26414/26416/26413",14
"mmu00600","Metabolism","Lipid metabolism","mmu00600","Sphingolipid metabolism - Mus musculus (house mouse)","6/1397","50/7573",0.920096316791001,0.999999999998461,0.840859545311692,"19156/81535/15212/19012/230101/20597",6
"mmu05323","Human Diseases","Immune disease","mmu05323","Rheumatoid arthritis - Mus musculus (house mouse)","10/1397","77/7573",0.922925176045233,0.999999999998461,0.840859545311692,"54411/11973/11600/22339/13038/16168/15000/21871/140494/15002",10
"mmu01523","Human Diseases","Drug resistance: antineoplastic","mmu01523","Antifolate resistance - Mus musculus (house mouse)","3/1397","29/7573",0.9238230852778,0.999999999998461,0.840859545311692,"52466/13361/27416",3
"mmu04110","Cellular Processes","Cell growth and death","mmu04110","Cell cycle - Mus musculus (house mouse)","22/1397","153/7573",0.925213439702909,0.999999999998461,0.840859545311692,"12444/51792/19053/26931/56371/66671/56438/77805/17126/226849/13555/12448/71521/50883/12649/17127/12530/66591/21781/268697/12443/12579",22
"mmu05133","Human Diseases","Infectious disease: bacterial","mmu05133","Pertussis - Mus musculus (house mouse)","9/1397","71/7573",0.926999476310777,0.999999999998461,0.840859545311692,"12313/12315/26420/12369/16412/12314/26414/26416/26413",9
"mmu04380","Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation - Mus musculus (house mouse)","18/1397","129/7573",0.92944730925096,0.999999999998461,0.840859545311692,"26420/26399/19056/66513/15980/12311/13038/26409/18710/74769/19058/18707/100201/26414/26416/14784/17060/26413",18
"mmu04148",NA,NA,"mmu04148","Efferocytosis - Mus musculus (house mouse)","23/1397","160/7573",0.929456745523736,0.999999999998461,0.840859545311692,"26362/17164/13435/12215/12322/16452/12369/16410/11502/19225/18442/20501/26396/214058/18218/66694/218035/19247/13051/11491/26416/12323/26413",23
"mmu05033","Human Diseases","Substance dependence","mmu05033","Nicotine addiction - Mus musculus (house mouse)","4/1397","37/7573",0.929955388606839,0.999999999998461,0.840859545311692,"14405/53623/11438/12286",4
"mmu05202","Human Diseases","Cancer: overview","mmu05202","Transcriptional misregulation in cancer - Mus musculus (house mouse)","25/1397","173/7573",0.932804005749158,0.999999999998461,0.840859545311692,"12444/16421/53623/17260/11864/20183/67603/16000/53618/27015/12053/13198/18590/212980/12151/56312/18791/18109/269397/14255/58208/17349/20471/107823/97114",25
"mmu03430","Genetic Information Processing","Replication and repair","mmu03430","Mismatch repair - Mus musculus (house mouse)","2/1397","22/7573",0.932960425937388,0.999999999998461,0.840859545311692,"17686/17685",2
"mmu04614","Organismal Systems","Endocrine system","mmu04614","Renin-angiotensin system - Mus musculus (house mouse)","3/1397","30/7573",0.934162626045779,0.999999999998461,0.840859545311692,"70008/75805/13809",3
"mmu04390","Environmental Information Processing","Signal transduction","mmu04390","Hippo signaling pathway - Mus musculus (house mouse)","22/1397","155/7573",0.93498976221795,0.999999999998461,0.840859545311692,"216795/12444/56513/68473/12387/51792/18016/19053/22411/13385/22418/17126/22419/12160/17127/14164/58220/14362/319710/14371/11465/12443",22
"mmu04658","Organismal Systems","Immune system","mmu04658","Th1 and Th2 cell differentiation - Mus musculus (house mouse)","11/1397","87/7573",0.944328377506196,0.999999999998461,0.840859545311692,"26420/19056/15980/16452/19058/15000/15002/26414/26416/26413/12399",11
"mmu00340","Metabolism","Amino acid metabolism","mmu00340","Histidine metabolism - Mus musculus (house mouse)","2/1397","24/7573",0.952087249871768,0.999999999998461,0.840859545311692,"11484/67383",2
"mmu05162","Human Diseases","Infectious disease: viral","mmu05162","Measles - Mus musculus (house mouse)","17/1397","128/7573",0.953701963651064,0.999999999998461,0.840859545311692,"12444/21929/26420/22031/19106/12448/26409/18710/68098/14082/74769/228607/18707/26414/12043/13063/12443",17
"mmu04514","Environmental Information Processing","Signaling molecules and interaction","mmu04514","Cell adhesion molecules - Mus musculus (house mouse)","21/1397","154/7573",0.955830774283065,0.999999999998461,0.840859545311692,"12561/16421/19280/12490/13003/15529/12558/16412/16401/16410/83964/171171/171486/102657/15000/320840/15002/192198/241568/67374/110557",21
"mmu04950","Human Diseases","Endocrine and metabolic disease","mmu04950","Maturity onset diabetes of the young - Mus musculus (house mouse)","1/1397","16/7573",0.961852130788641,0.999999999998461,0.840859545311692,"15205",1
"mmu04979","Organismal Systems","Digestive system","mmu04979","Cholesterol metabolism - Mus musculus (house mouse)","5/1397","49/7573",0.961999259770236,0.999999999998461,0.840859545311692,"11818/22335/22333/22334/320024",5
"mmu04612","Organismal Systems","Immune system","mmu04612","Antigen processing and presentation - Mus musculus (house mouse)","8/1397","71/7573",0.964276792085472,0.999999999998461,0.840859545311692,"15519/19186/12265/170767/15000/15002/110557/19188",8
"mmu04145","Cellular Processes","Transport and catabolism","mmu04145","Phagosome - Mus musculus (house mouse)","21/1397","157/7573",0.965004886152139,0.999999999998461,0.840859545311692,"16398/54411/11973/17534/21828/22042/16412/57743/16410/21827/22319/12845/15000/21871/280408/140494/15002/66212/11465/22142/110557",21
"mmu05134","Human Diseases","Infectious disease: bacterial","mmu05134","Legionellosis - Mus musculus (house mouse)","6/1397","57/7573",0.965147350052887,0.999999999998461,0.840859545311692,"94044/12369/15510/11841/13063/67160",6
"mmu04814","Cellular Processes","Cell motility","mmu04814","Motor proteins - Mus musculus (house mouse)","26/1397","189/7573",0.96614117131595,0.999999999998461,0.840859545311692,"16551/12343/21925/68097/66196/16570/16564/16594/269152/53598/22004/17907/21953/67117/326618/11459/22003/17882/209737/105000/17879/17897/17901/11465/11464/22142",26
"mmu04913","Organismal Systems","Endocrine system","mmu04913","Ovarian steroidogenesis - Mus musculus (house mouse)","5/1397","50/7573",0.966655142323485,0.999999999998461,0.840859545311692,"16000/11512/14683/11513/19225",5
"mmu04940","Human Diseases","Endocrine and metabolic disease","mmu04940","Type I diabetes mellitus - Mus musculus (house mouse)","5/1397","50/7573",0.966655142323485,0.999999999998461,0.840859545311692,"15510/15000/12876/15002/110557",5
"mmu04721","Organismal Systems","Nervous system","mmu04721","Synaptic vesicle cycle - Mus musculus (house mouse)","8/1397","72/7573",0.968073716761071,0.999999999998461,0.840859545311692,"232910/11973/13429/19339/12286/21871/140494/11771",8
"mmu00603","Metabolism","Glycan biosynthesis and metabolism","mmu00603","Glycosphingolipid biosynthesis - globo and isoglobo series - Mus musculus (house mouse)","1/1397","17/7573",0.968904211414322,0.999999999998461,0.840859545311692,"15212",1
"mmu04962","Organismal Systems","Excretory system","mmu04962","Vasopressin-regulated water reabsorption - Mus musculus (house mouse)","4/1397","43/7573",0.969267305734013,0.999999999998461,0.840859545311692,"68097/11512/26427/14683",4
"mmu05322","Human Diseases","Immune disease","mmu05322","Systemic lupus erythematosus - Mus musculus (house mouse)","15/1397","121/7573",0.97256213782688,0.999999999998461,0.840859545311692,"26914/68024/67332/20638/15000/51788/15002/319179/319158/319190/319161/319162/109828/97114/319182",15
"mmu05144","Human Diseases","Infectious disease: parasitic","mmu05144","Malaria - Mus musculus (house mouse)","5/1397","52/7573",0.974426634530296,0.999999999998461,0.840859545311692,"21828/15529/21827/12845/12520",5
"mmu04976","Organismal Systems","Digestive system","mmu04976","Bile secretion - Mus musculus (house mouse)","10/1397","88/7573",0.974536863915378,0.999999999998461,0.840859545311692,"27222/11512/11931/14683/320024/11513/18670/140492/11936/54403",10
"mmu03050","Genetic Information Processing","Folding, sorting and degradation","mmu03050","Proteasome - Mus musculus (house mouse)","4/1397","47/7573",0.982732382740379,0.999999999998461,0.840859545311692,"19186/67151/19171/19188",4
"mmu00980","Metabolism","Xenobiotics biodegradation and metabolism","mmu00980","Metabolism of xenobiotics by cytochrome P450 - Mus musculus (house mouse)","6/1397","64/7573",0.985741181223248,0.999999999998461,0.840859545311692,"56615/14873/12409/11532/14860/74134",6
"mmu03022","Genetic Information Processing","Transcription","mmu03022","Basal transcription factors - Mus musculus (house mouse)","3/1397","40/7573",0.985854983264077,0.999999999998461,0.840859545311692,"225895/66671/66467",3
"mmu03440","Genetic Information Processing","Replication and repair","mmu03440","Homologous recombination - Mus musculus (house mouse)","3/1397","40/7573",0.985854983264077,0.999999999998461,0.840859545311692,"71711/27354/17535",3
"mmu05321","Human Diseases","Immune disease","mmu05321","Inflammatory bowel disease - Mus musculus (house mouse)","5/1397","57/7573",0.987102710153766,0.999999999998461,0.840859545311692,"15980/17126/17127/15000/15002",5
"mmu03082","Genetic Information Processing","Chromosome","mmu03082","ATP-dependent chromatin remodeling - Mus musculus (house mouse)","13/1397","117/7573",0.989290962924644,0.999999999998461,0.840859545311692,"20174/66233/26914/67019/66993/29861/93761/17192/51788/269397/225280/11465/319162",13
"mmu00830","Metabolism","Metabolism of cofactors and vitamins","mmu00830","Retinol metabolism - Mus musculus (house mouse)","6/1397","67/7573",0.990439536441683,0.999999999998461,0.840859545311692,"108841/56847/28200/26358/11532/74134",6
"mmu04623","Organismal Systems","Immune system","mmu04623","Cytosolic DNA-sensing pathway - Mus musculus (house mouse)","6/1397","67/7573",0.990439536441683,0.999999999998461,0.840859545311692,"12369/14082/67486/228607/66491/67005",6
"mmu05332","Human Diseases","Immune disease","mmu05332","Graft-versus-host disease - Mus musculus (house mouse)","3/1397","43/7573",0.991280913180043,0.999999999998461,0.840859545311692,"15000/15002/110557",3
"mmu04330","Environmental Information Processing","Signal transduction","mmu04330","Notch signaling pathway - Mus musculus (house mouse)","5/1397","61/7573",0.992684856012112,0.999999999998461,0.840859545311692,"15205/208117/56198/13016/11491",5
"mmu03030","Genetic Information Processing","Replication and repair","mmu03030","DNA replication - Mus musculus (house mouse)","2/1397","35/7573",0.993001950629092,0.999999999998461,0.840859545311692,"18969/66979",2
"mmu04064","Environmental Information Processing","Signal transduction","mmu04064","NF-kappa B signaling pathway - Mus musculus (house mouse)","10/1397","100/7573",0.993416051966877,0.999999999998461,0.840859545311692,"21929/22031/66513/11545/26409/111173/19225/108723/12043/17060",10
"mmu05030","Human Diseases","Substance dependence","mmu05030","Cocaine addiction - Mus musculus (house mouse)","3/1397","45/7573",0.993713941139023,0.999999999998461,0.840859545311692,"13385/26427/14683",3
"mmu04610","Organismal Systems","Immune system","mmu04610","Complement and coagulation cascades - Mus musculus (house mouse)","8/1397","86/7573",0.994086193626128,0.999999999998461,0.840859545311692,"22370/20720/18791/12509/14062/333883/20701/109828",8
"mmu05143","Human Diseases","Infectious disease: parasitic","mmu05143","African trypanosomiasis - Mus musculus (house mouse)","2/1397","36/7573",0.994153323480088,0.999999999998461,0.840859545311692,"16775/18750",2
"mmu03013","Genetic Information Processing","Translation","mmu03013","Nucleocytoplasmic transport - Mus musculus (house mouse)","11/1397","109/7573",0.994610206448371,0.999999999998461,0.840859545311692,"16650/16647/16648/68092/75826/16646/234733/67878/320727/386612/66231",11
"mmu05330","Human Diseases","Immune disease","mmu05330","Allograft rejection - Mus musculus (house mouse)","3/1397","46/7573",0.994669390921519,0.999999999998461,0.840859545311692,"15000/15002/110557",3
"mmu03083","Genetic Information Processing","Chromosome","mmu03083","Polycomb repressive complex - Mus musculus (house mouse)","7/1397","80/7573",0.995253254647525,0.999999999998461,0.840859545311692,"67057/30951/12151/30841/21781/16468/50496",7
"mmu05204","Human Diseases","Cancer: overview","mmu05204","Chemical carcinogenesis - DNA adducts - Mus musculus (house mouse)","5/1397","64/7573",0.995266983030024,0.999999999998461,0.840859545311692,"56615/14873/17960/14860/19225",5
"mmu05320","Human Diseases","Immune disease","mmu05320","Autoimmune thyroid disease - Mus musculus (house mouse)","3/1397","47/7573",0.995483277842961,0.999999999998461,0.840859545311692,"15000/15002/110557",3
"mmu03250","Genetic Information Processing","Information processing in viruses","mmu03250","Viral life cycle - HIV-1 - Mus musculus (house mouse)","4/1397","57/7573",0.99620852394359,0.999999999998461,0.840859545311692,"57314/17754/23988/12767",4
"mmu03040","Genetic Information Processing","Transcription","mmu03040","Spliceosome - Mus musculus (house mouse)","13/1397","128/7573",0.996785358860728,0.999999999998461,0.840859545311692,"66492/69878/67332/68092/71702/68816/20638/56031/57905/55934/67678/68479/233073",13
"mmu00982","Metabolism","Xenobiotics biodegradation and metabolism","mmu00982","Drug metabolism - cytochrome P450 - Mus musculus (house mouse)","4/1397","63/7573",0.998534959612269,0.999999999998461,0.840859545311692,"56615/14873/11532/14860",4
"mmu04060","Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (house mouse)","28/1397","240/7573",0.998570082968689,0.999999999998461,0.840859545311692,"320100/20292/15980/110542/94185/14561/11477/12804/17329/21940/16168/12160/16322/16323/13019/57890/12778/12767/239114/13051/16880/14600/16846/107527/16157/16158/252837/14559",28
"mmu04061","Environmental Information Processing","Signaling molecules and interaction","mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse)","6/1397","84/7573",0.999146918261623,0.999999999998461,0.840859545311692,"20292/17329/12778/12767/13051/252837",6
"mmu00591","Metabolism","Lipid metabolism","mmu00591","Linoleic acid metabolism - Mus musculus (house mouse)","1/1397","36/7573",0.99936376870787,0.999999999998461,0.840859545311692,"225845",1
"mmu00140","Metabolism","Lipid metabolism","mmu00140","Steroid hormone biosynthesis - Mus musculus (house mouse)","2/1397","60/7573",0.999932288157606,0.999999999998461,0.840859545311692,"56348/192970",2
"mmu03008","Genetic Information Processing","Translation","mmu03008","Ribosome biogenesis in eukaryotes - Mus musculus (house mouse)","3/1397","74/7573",0.999958928575811,0.999999999998461,0.840859545311692,"59028/74097/117109",3
"mmu05150","Human Diseases","Infectious disease: bacterial","mmu05150","Staphylococcus aureus infection - Mus musculus (house mouse)","2/1397","65/7573",0.999973901252017,0.999999999998461,0.840859545311692,"15000/15002",2
"mmu05171","Human Diseases","Infectious disease: viral","mmu05171","Coronavirus disease - COVID-19 - Mus musculus (house mouse)","19/1397","223/7573",0.999992319408702,0.999999999998461,0.840859545311692,"66211/70008/26420/22031/19106/15200/18186/26409/18710/225215/74769/228607/18707/26414/18750/11491/26416/26413/109828",19
"mmu04080","Environmental Information Processing","Signaling molecules and interaction","mmu04080","Neuroactive ligand-receptor interaction - Mus musculus (house mouse)","26/1397","283/7573",0.9999967397035,0.999999999998461,0.840859545311692,"14405/53623/12922/94045/11448/14816/23936/12311/14823/68039/13616/11438/18441/22354/18442/30878/14745/23796/11549/19065/14062/207911/14600/16846/75552/14804",26
"mmu05168","Human Diseases","Infectious disease: viral","mmu05168","Herpes simplex virus 1 infection - Mus musculus (house mouse)","43/1397","413/7573",0.999998590239605,0.999999999998461,0.840859545311692,"243834/67933/545938/22031/66513/15980/19106/16452/20779/26409/18710/14082/74769/22698/228607/15000/71063/18707/15002/19247/30944/74352/233890/237758/237775/12043/408062/22689/237411/76373/13063/668923/232966/74149/110557/56869/72230/665211/626802/627914/434178/240064/102635315",43
"mmu04740","Organismal Systems","Sensory system","mmu04740","Olfactory transduction - Mus musculus (house mouse)","8/1397","224/7573",0.999999999998461,0.999999999998461,0.840859545311692,"12313/12315/12322/12790/12314/19091/12323/259097",8
